Opportunity Owner,Segment,Type,Source,Inbound Type,Current Stage (as of data pull),Base Annual Contract Value,Created Date,SQL Datestamp,SAL Datestamp,SQO Datestamp,Close Date,Funnel Stage Reached
Cindy,Enterprise,New,AE Outbound,Outbound,Reviewing Contract,"26,479.20",3/19/2024 0:00:00,3/19/2024 18:15:00,3/19/2024 18:15:00,"3/28/2024, 2:01 PM",6/30/2024 0:00:00,3 - SQO
Cindy,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/19/2024 0:00:00,3/19/2024 20:57:00,3/19/2024 20:57:00,,6/30/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/20/2024 0:00:00,3/20/2024 9:01:00,3/20/2024 9:01:00,,6/30/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/22/2024 0:00:00,3/22/2024 8:25:00,3/22/2024 8:25:00,,6/30/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/26/2024 0:00:00,3/26/2024 18:44:00,3/26/2024 18:44:00,,6/30/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/29/2024 0:00:00,3/29/2024 5:01:00,3/29/2024 5:01:00,,6/30/2024 0:00:00,2 - SAL
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"38,961.00",11/2/2023 0:00:00,11/2/2023 14:02:00,11/15/2023 7:49:00,"11/20/2023, 2:35 PM",6/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,Marketing , Event,Closed Lost,"204,000.00",11/6/2023 0:00:00,11/6/2023 13:14:00,12/15/2023 6:28:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,,1/10/2024 0:00:00,1/10/2024 14:09:00,1/10/2024 14:09:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,SDR Outbound,Outbound,Prospecting,,2/7/2024 0:00:00,2/7/2024 14:39:00,,,6/30/2024 0:00:00,1 - SQL
Daniel,Enterprise,New,AE Outbound,Outbound,Customer Evaluating,"19,800.00",2/26/2024 0:00:00,2/26/2024 10:37:00,2/26/2024 10:37:00,"3/19/2024, 8:50 AM",6/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,,2/28/2024 0:00:00,2/28/2024 13:05:00,2/28/2024 13:05:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,,2/29/2024 0:00:00,2/29/2024 11:35:00,2/29/2024 11:35:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,SDR Outbound,Outbound,Customer Evaluating,,2/29/2024 0:00:00,2/29/2024 10:04:00,3/12/2024 13:55:00,"3/16/2024, 12:30 PM",6/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/6/2024 0:00:00,3/6/2024 12:58:00,3/6/2024 12:58:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,AE Outbound,Outbound,Customer Evaluating,"28,800.00",3/7/2024 0:00:00,3/7/2024 9:58:00,3/7/2024 9:58:00,"3/19/2024, 8:54 AM",6/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,"108,000.00",3/8/2024 0:00:00,3/8/2024 15:29:00,3/8/2024 15:29:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,AE Outbound,Outbound,Customer Evaluating,"28,800.00",3/15/2024 0:00:00,3/15/2024 9:12:00,3/15/2024 9:12:00,"4/11/2024, 8:13 PM",6/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,,3/19/2024 0:00:00,3/19/2024 8:47:00,3/19/2024 8:47:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,AE Outbound,Outbound,Qualifying,"84,000.00",3/19/2024 0:00:00,3/19/2024 12:21:00,3/19/2024 12:21:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,SDR Outbound,Outbound,Prospecting,,3/20/2024 0:00:00,3/20/2024 13:24:00,,,6/30/2024 0:00:00,1 - SQL
Daniel,Enterprise,New,SDR Outbound,Outbound,Qualifying,"48,000.00",3/25/2024 0:00:00,3/25/2024 13:46:00,3/25/2024 13:46:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,SDR Outbound,Outbound,Qualifying,,3/26/2024 0:00:00,3/26/2024 18:55:00,3/26/2024 18:55:00,,6/30/2024 0:00:00,2 - SAL
Daniel,Enterprise,New,SDR Outbound,Outbound,Prospecting,,3/29/2024 0:00:00,3/29/2024 7:58:00,,,6/30/2024 0:00:00,1 - SQL
Ian,Mid-Market,New,Marketing , Website Direct,Closed Lost,"90,000.00",10/27/2023 0:00:00,10/27/2023 7:19:00,10/27/2023 7:19:00,"10/31/2023, 9:00 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Customer Evaluating,"144,000.00",9/7/2023 0:00:00,9/7/2023 6:38:00,9/7/2023 6:38:00,"9/7/2023, 6:41 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/6/2023 0:00:00,11/6/2023 11:59:00,11/29/2023 13:56:00,,6/30/2024 0:00:00,2 - SAL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,"Pricing, Negotiating, and Contracting","82,912.20",12/27/2023 0:00:00,,,,6/30/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"120,000.00",1/2/2024 0:00:00,1/2/2024 8:55:00,3/18/2024 14:12:00,"3/29/2024, 12:04 PM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/3/2024 0:00:00,1/3/2024 13:32:00,2/19/2024 14:32:00,,6/30/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"96,000.00",1/25/2024 0:00:00,1/25/2024 10:01:00,2/5/2024 14:43:00,"3/29/2024, 12:07 PM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/26/2024 0:00:00,1/26/2024 13:47:00,2/1/2024 10:15:00,,6/30/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/7/2024 0:00:00,2/7/2024 13:38:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"124,800.00",2/8/2024 0:00:00,2/8/2024 12:35:00,2/8/2024 12:35:00,"3/5/2024, 8:17 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,2/9/2024 0:00:00,2/9/2024 13:23:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"104,400.00",2/26/2024 0:00:00,2/26/2024 8:23:00,3/29/2024 14:50:00,"3/29/2024, 2:51 PM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"52,200.00",2/27/2024 0:00:00,2/27/2024 14:48:00,3/29/2024 7:58:00,"3/29/2024, 7:59 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,2/29/2024 0:00:00,2/29/2024 14:40:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"104,400.00",3/1/2024 0:00:00,3/1/2024 16:31:00,3/7/2024 14:06:00,"3/7/2024, 2:09 PM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"118,800.00",3/4/2024 0:00:00,3/4/2024 6:30:00,3/8/2024 12:04:00,"3/8/2024, 12:15 PM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"48,000.00",3/12/2024 0:00:00,3/12/2024 7:12:00,3/25/2024 10:51:00,"3/25/2024, 10:52 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"240,000.00",3/12/2024 0:00:00,3/12/2024 11:57:00,3/12/2024 11:57:00,"3/26/2024, 6:36 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/14/2024 0:00:00,3/14/2024 13:48:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/15/2024 0:00:00,3/15/2024 15:34:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/18/2024 0:00:00,3/18/2024 17:06:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/20/2024 0:00:00,3/20/2024 11:42:00,,,6/30/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"106,800.00",3/20/2024 0:00:00,3/20/2024 11:12:00,3/25/2024 9:21:00,"3/25/2024, 9:32 AM",6/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/28/2024 0:00:00,3/28/2024 12:45:00,,,6/30/2024 0:00:00,1 - SQL
Fabian,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/11/2024 0:00:00,3/11/2024 11:04:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,9/14/2023 0:00:00,9/14/2023 8:38:00,9/14/2023 8:38:00,,6/30/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/17/2023 0:00:00,10/17/2023 7:33:00,12/22/2023 7:10:00,,6/30/2024 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"9,699.60",11/8/2023 0:00:00,,,,6/30/2024 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,12/13/2023 0:00:00,12/13/2023 11:36:00,12/22/2023 13:21:00,,6/30/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/2/2024 0:00:00,1/2/2024 11:44:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/5/2024 0:00:00,1/5/2024 10:54:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/10/2024 0:00:00,1/10/2024 12:52:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/11/2024 0:00:00,1/11/2024 6:51:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,1/16/2024 0:00:00,1/16/2024 6:34:00,1/16/2024 6:34:00,,6/30/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"24,000.00",1/19/2024 0:00:00,1/19/2024 13:36:00,1/31/2024 14:59:00,"2/9/2024, 8:34 AM",6/30/2024 0:00:00,3 - SQO
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/23/2024 0:00:00,1/23/2024 11:23:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,2/5/2024 0:00:00,2/5/2024 8:52:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,2/9/2024 0:00:00,2/9/2024 12:43:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"24,000.00",2/22/2024 0:00:00,2/22/2024 14:05:00,4/11/2024 11:11:00,"4/11/2024, 11:11 AM",6/30/2024 0:00:00,3 - SQO
Bobby,Mid-Market,New,Marketing , Website Direct,Prospecting,,2/27/2024 0:00:00,2/27/2024 14:41:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/12/2024 0:00:00,3/12/2024 14:59:00,,,6/30/2024 0:00:00,1 - SQL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/26/2024 0:00:00,3/26/2024 8:51:00,,,6/30/2024 0:00:00,1 - SQL
Gabby,Mid-Market,New,Marketing , Website Direct,Pricing and Negotiating,"23,968.20",7/28/2023 0:00:00,7/28/2023 9:16:00,7/28/2023 9:16:00,"8/3/2023, 8:28 AM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"450,000.00",12/18/2023 0:00:00,12/18/2023 13:20:00,12/18/2023 13:20:00,"12/18/2023, 1:22 PM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,AE Outbound,Outbound,Qualifying,,1/5/2024 0:00:00,1/5/2024 4:07:00,1/5/2024 4:07:00,,6/30/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,AE Outbound,Outbound,Customer Evaluating,"138,981.60",2/14/2024 0:00:00,2/14/2024 7:55:00,2/14/2024 7:55:00,"2/15/2024, 2:48 PM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"294,000.00",2/21/2024 0:00:00,2/21/2024 10:08:00,3/5/2024 9:41:00,"3/5/2024, 9:42 AM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,Marketing , Website Direct,Qualifying,,2/28/2024 0:00:00,2/28/2024 8:16:00,2/28/2024 8:16:00,,6/30/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"148,740.00",3/5/2024 0:00:00,3/5/2024 13:33:00,3/14/2024 16:36:00,"3/14/2024, 4:37 PM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"57,600.00",3/6/2024 0:00:00,3/6/2024 6:00:00,3/25/2024 8:15:00,"3/25/2024, 8:16 AM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"168,000.00",3/12/2024 0:00:00,3/12/2024 12:05:00,3/20/2024 9:08:00,"3/26/2024, 12:58 PM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"216,000.00",3/18/2024 0:00:00,3/18/2024 13:18:00,3/26/2024 10:14:00,"4/9/2024, 1:01 PM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,AE Outbound,Outbound,Qualifying,,3/18/2024 0:00:00,3/18/2024 17:13:00,3/18/2024 17:13:00,,6/30/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"28,800.00",3/20/2024 0:00:00,3/20/2024 13:04:00,3/26/2024 10:09:00,"3/26/2024, 10:10 AM",6/30/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"96,000.00",3/21/2024 0:00:00,3/21/2024 8:36:00,4/11/2024 8:15:00,"4/11/2024, 8:17 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"48,000.00",9/17/2023 0:00:00,9/17/2023 10:14:00,9/17/2023 10:14:00,"1/23/2024, 9:52 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"360,000.00",9/18/2023 0:00:00,9/18/2023 12:51:00,9/18/2023 12:51:00,"10/11/2023, 12:50 PM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"30,000.00",10/19/2023 0:00:00,10/19/2023 10:30:00,11/9/2023 13:22:00,"11/20/2023, 11:58 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,SDR Outbound,Outbound,Pricing and Negotiating,"157,500.00",10/25/2023 0:00:00,10/25/2023 11:50:00,11/8/2023 9:18:00,"11/8/2023, 9:18 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,Marketing , Event,Customer Evaluating,"157,500.00",11/8/2023 0:00:00,11/8/2023 6:21:00,11/8/2023 12:11:00,"11/10/2023, 6:59 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,Marketing , Website Direct,Prospecting,,1/4/2024 0:00:00,1/4/2024 10:42:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,Marketing , Website Direct,Closed Lost,,1/8/2024 0:00:00,1/8/2024 10:57:00,1/8/2024 10:57:00,,6/30/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,1/17/2024 0:00:00,1/17/2024 13:15:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,1/23/2024 0:00:00,1/23/2024 8:28:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,1/29/2024 0:00:00,1/29/2024 14:03:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"96,000.00",2/8/2024 0:00:00,2/8/2024 6:31:00,2/22/2024 9:50:00,"2/22/2024, 9:51 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,2/8/2024 0:00:00,2/8/2024 15:53:00,2/8/2024 15:53:00,,6/30/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,2/12/2024 0:00:00,2/12/2024 11:08:00,2/12/2024 11:08:00,,6/30/2024 0:00:00,2 - SAL
Myles,Mid-Market,Expansion,Marketing , Website Direct,Expansion Opportunity Identified,"29,028.00",2/12/2024 0:00:00,,,,6/30/2024 0:00:00,
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"48,000.00",2/12/2024 0:00:00,2/12/2024 13:53:00,2/20/2024 14:31:00,"3/26/2024, 7:02 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,AE Outbound,Outbound,Qualifying,,2/20/2024 0:00:00,2/20/2024 8:12:00,2/20/2024 8:12:00,,6/30/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,2/20/2024 0:00:00,2/20/2024 11:31:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,Marketing , Product Email,Prospecting,,2/21/2024 0:00:00,2/21/2024 6:38:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"35,400.00",2/21/2024 0:00:00,2/21/2024 8:51:00,3/6/2024 11:33:00,"3/7/2024, 9:04 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,Expansion,Marketing , Website Direct,Expansion Opportunity Identified,"3,801.60",2/21/2024 0:00:00,,,,6/30/2024 0:00:00,
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,2/27/2024 0:00:00,2/27/2024 8:03:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"21,240.00",2/27/2024 0:00:00,2/27/2024 13:11:00,3/11/2024 8:56:00,"3/11/2024, 8:57 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,Marketing , Website Direct,Qualifying,,2/28/2024 0:00:00,2/28/2024 9:09:00,2/28/2024 9:09:00,,6/30/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"35,400.00",2/28/2024 0:00:00,2/28/2024 11:50:00,2/28/2024 11:50:00,"2/29/2024, 8:34 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/4/2024 0:00:00,3/4/2024 9:13:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"94,080.00",3/13/2024 0:00:00,3/13/2024 14:21:00,4/2/2024 9:39:00,"4/2/2024, 9:40 AM",6/30/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,Marketing , Website Direct,Prospecting,,3/15/2024 0:00:00,3/15/2024 7:17:00,,,6/30/2024 0:00:00,1 - SQL
Myles,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"26,550.00",3/22/2024 0:00:00,3/22/2024 7:27:00,3/28/2024 11:53:00,"3/28/2024, 11:55 AM",6/30/2024 0:00:00,3 - SQO
Earl,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"24,000.00",1/26/2024 0:00:00,1/26/2024 9:15:00,2/20/2024 14:33:00,"3/26/2024, 7:02 AM",6/30/2024 0:00:00,3 - SQO
Earl,Mid-Market,New,Marketing , Website Direct,Closed Lost,,2/2/2024 0:00:00,2/2/2024 11:22:00,2/2/2024 11:22:00,,6/30/2024 0:00:00,2 - SAL
Earl,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"176,400.00",3/22/2024 0:00:00,3/22/2024 9:25:00,4/10/2024 15:43:00,"4/10/2024, 3:48 PM",6/30/2024 0:00:00,3 - SQO
Earl,Mid-Market,New,SDR Outbound,Outbound,Prospecting,,3/22/2024 0:00:00,3/22/2024 13:16:00,,,6/30/2024 0:00:00,1 - SQL
Daniel,Enterprise,New,AE Outbound,Outbound,Expansion Opportunity Identified,,2/29/2024 0:00:00,,,,6/28/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,9/25/2023 0:00:00,9/25/2023 11:27:00,10/19/2023 6:52:00,,6/1/2024 0:00:00,2 - SAL
Katie,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"47,400.00",11/6/2023 0:00:00,11/6/2023 11:57:00,11/20/2023 9:04:00,"11/20/2023, 9:05 AM",5/31/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"90,000.00",1/4/2024 0:00:00,,,,5/31/2024 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"31,200.00",1/4/2024 0:00:00,,,,5/31/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Website Direct,Closed Lost,"32,400.00",1/19/2024 0:00:00,,,,5/31/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"52,200.00",2/5/2024 0:00:00,,,,5/31/2024 0:00:00,
Cindy,Enterprise,New,SDR Outbound,Outbound,Customer Evaluating,"180,000.00",11/1/2023 0:00:00,11/1/2023 15:02:00,11/10/2023 12:35:00,"11/10/2023, 12:36 PM",5/31/2024 0:00:00,3 - SQO
Cindy,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,48.00,2/28/2024 0:00:00,,,,5/31/2024 0:00:00,
Daniel,Enterprise,New,AE Outbound,Outbound,Closed Lost,,8/31/2023 0:00:00,,,,5/31/2024 0:00:00,
Daniel,Enterprise,New,AE Outbound,Outbound,Closed Lost,"48,000.00",11/6/2023 0:00:00,11/6/2023 14:28:00,11/6/2023 14:28:00,"11/14/2023, 7:39 AM",5/31/2024 0:00:00,3 - SQO
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Expansion Opportunity Identified,,3/21/2024 0:00:00,,,,5/31/2024 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/20/2023 0:00:00,11/20/2023 9:52:00,11/20/2023 9:52:00,,5/31/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/30/2023 0:00:00,11/30/2023 13:54:00,11/30/2023 13:54:00,,5/31/2024 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Expansion Opportunity Identified,"150,000.00",3/25/2024 0:00:00,,,,5/31/2024 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Qualifying,,11/6/2023 0:00:00,11/6/2023 15:41:00,11/6/2023 15:41:00,,5/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Pricing and Negotiating,"374,280.60",12/5/2023 0:00:00,12/5/2023 8:11:00,2/1/2024 7:45:00,"2/8/2024, 7:48 AM",5/31/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,AE Outbound,Outbound,Customer Evaluating,"240,000.00",2/12/2024 0:00:00,2/12/2024 8:25:00,2/12/2024 8:25:00,"3/4/2024, 9:30 AM",5/31/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,Marketing , Website Direct,Customer Evaluating,"247,800.00",2/20/2024 0:00:00,2/20/2024 11:11:00,2/20/2024 11:11:00,"2/29/2024, 4:33 PM",5/31/2024 0:00:00,3 - SQO
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,"Pricing, Negotiating, and Contracting","77,299.20",2/20/2024 0:00:00,,,,5/31/2024 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Expansion Opportunity Identified,,2/29/2024 0:00:00,,,,5/31/2024 0:00:00,
Andy,Mid-Market,New,Marketing , Event,Closed Lost,"30,000.00",11/16/2023 0:00:00,11/16/2023 12:18:00,12/12/2023 7:22:00,"1/8/2024, 5:27 PM",5/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,SDR Outbound,Outbound,Customer Evaluating,"60,000.00",2/13/2024 0:00:00,2/13/2024 6:43:00,2/23/2024 9:47:00,"2/23/2024, 9:48 AM",5/30/2024 0:00:00,3 - SQO
Daniel,Enterprise,New,SDR Outbound,Outbound,Reviewing Contract,"3,263.40",1/12/2024 0:00:00,1/12/2024 7:36:00,1/12/2024 7:36:00,"2/9/2024, 12:18 PM",5/29/2024 0:00:00,3 - SQO
Cindy,Enterprise,New,AE Outbound,Outbound,Customer Evaluating,"480,000.00",7/31/2023 0:00:00,7/31/2023 6:15:00,7/31/2023 6:15:00,"12/5/2023, 7:18 AM",5/16/2024 0:00:00,3 - SQO
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"36,000.00",11/9/2023 0:00:00,11/9/2023 5:17:00,11/10/2023 12:38:00,"11/10/2023, 12:38 PM",5/2/2024 0:00:00,3 - SQO
Cindy,Enterprise,New,AE Outbound,Outbound,Customer Evaluating,"326,400.00",12/7/2023 0:00:00,12/7/2023 8:33:00,12/7/2023 8:33:00,"2/29/2024, 8:08 AM",5/1/2024 0:00:00,3 - SQO
Cindy,Enterprise,Expansion,SDR Outbound,Outbound,Expansion Opportunity Identified,,2/23/2024 0:00:00,,,,5/1/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,,2/27/2024 0:00:00,,,,5/1/2024 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Qualifying,,10/4/2023 0:00:00,10/4/2023 8:42:00,10/4/2023 8:42:00,,5/1/2024 0:00:00,2 - SAL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,"Pricing, Negotiating, and Contracting","79,200.00",1/10/2024 0:00:00,,,,5/1/2024 0:00:00,
